iShares Russell 3000 ETF
Fund Holdings as of,"May 07, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","1,759,935.84","0.01","1,759,935.84","25,352.00","69.42","United States","NYSE","USD","1.00","USD","-"
"LNTH","LANTHEUS HOLDINGS INC","Health Care","Equity","1,758,848.00","0.01","1,758,848.00","19,328.00","91.00","United States","NASDAQ","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","1,753,469.60","0.01","1,753,469.60","15,880.00","110.42","United States","NYSE","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","Financials","Equity","1,739,168.34","0.01","1,739,168.34","35,646.00","48.79","United States","NYSE","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","1,730,406.88","0.01","1,730,406.88","13,141.00","131.68","United States","NYSE","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","1,728,201.60","0.01","1,728,201.60","166,976.00","10.35","United States","NYSE","USD","1.00","USD","-"
"TRNO","TERRENO REALTY REIT CORP","Real Estate","Equity","1,728,376.50","0.01","1,728,376.50","25,975.00","66.54","United States","NYSE","USD","1.00","USD","-"
"AVAV","AEROVIRONMENT INC","Industrials","Equity","1,729,731.30","0.01","1,729,731.30","10,285.00","168.18","United States","NASDAQ","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","1,726,627.84","0.01","1,726,627.84","96,352.00","17.92","United States","NYSE","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","1,724,815.08","0.01","1,724,815.08","9,057.00","190.44","United States","NASDAQ","USD","1.00","USD","-"
"IESC","IES INC","Industrials","Equity","1,723,316.07","0.01","1,723,316.07","2,589.00","665.63","United States","NASDAQ","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","1,721,610.90","0.01","1,721,610.90","9,462.00","181.95","United States","NASDAQ","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","1,717,043.20","0.01","1,717,043.20","20,480.00","83.84","United States","NYSE","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","1,715,202.96","0.01","1,715,202.96","4,028.00","425.82","United States","NYSE","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","1,712,034.61","0.01","1,712,034.61","39,787.00","43.03","United States","NYSE","USD","1.00","USD","-"
"VLY","VALLEY NATIONAL","Financials","Equity","1,708,057.80","0.01","1,708,057.80","127,467.00","13.40","United States","NASDAQ","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","1,701,645.70","0.01","1,701,645.70","94,274.00","18.05","United States","NYSE","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","1,700,262.90","0.01","1,700,262.90","9,891.00","171.90","United States","NYSE","USD","1.00","USD","-"
"GATX","GATX CORP","Industrials","Equity","1,695,314.26","0.01","1,695,314.26","9,263.00","183.02","United States","NYSE","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","1,696,867.20","0.01","1,696,867.20","63,840.00","26.58","United States","NYSE","USD","1.00","USD","-"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Real Estate","Equity","1,694,376.27","0.01","1,694,376.27","53,841.00","31.47","United States","NYSE","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","1,688,855.88","0.01","1,688,855.88","65,006.00","25.98","United States","NYSE","USD","1.00","USD","-"
"ACA","ARCOSA INC","Industrials","Equity","1,680,268.92","0.01","1,680,268.92","13,123.00","128.04","United States","NYSE","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","1,680,804.32","0.01","1,680,804.32","82,352.00","20.41","United States","NYSE","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","1,679,372.89","0.01","1,679,372.89","42,079.00","39.91","United States","NYSE","USD","1.00","USD","-"
"CORZ","CORE SCIENTIFIC INC","Information Technology","Equity","1,671,946.64","0.01","1,671,946.64","74,774.00","22.36","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","1,666,204.25","0.01","1,666,204.25","80,299.00","20.75","United States","NYSE","USD","1.00","USD","-"
"NE","NOBLE CORPORATION PLC","Energy","Equity","1,665,578.88","0.01","1,665,578.88","34,356.00","48.48","United States","NYSE","USD","1.00","USD","-"
"ESNT","ESSENT GROUP LTD","Financials","Equity","1,658,472.56","0.01","1,658,472.56","26,932.00","61.58","United States","NYSE","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","1,650,977.24","0.01","1,650,977.24","31,823.00","51.88","United States","NYSE","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","1,652,104.38","0.01","1,652,104.38","59,471.00","27.78","United States","NASDAQ","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY CORP","Financials","Equity","1,649,760.42","0.01","1,649,760.42","24,222.00","68.11","United States","NASDAQ","USD","1.00","USD","-"
"TMHC","TAYLOR MORRISON HOME CORP","Consumer Discretionary","Equity","1,639,350.02","0.01","1,639,350.02","27,566.00","59.47","United States","NYSE","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","1,636,792.43","0.01","1,636,792.43","62,881.00","26.03","United States","NYSE","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","1,632,800.88","0.01","1,632,800.88","8,394.00","194.52","United States","NASDAQ","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","1,629,897.30","0.01","1,629,897.30","153,042.00","10.65","United States","NYSE","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","1,618,881.36","0.01","1,618,881.36","45,044.00","35.94","United States","NYSE","USD","1.00","USD","-"
"VSNT","VERSANT MEDIA GROUP INC","Communication","Equity","1,619,455.36","0.01","1,619,455.36","39,712.00","40.78","United States","NASDAQ","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","1,619,458.84","0.01","1,619,458.84","33,788.00","47.93","United States","NASDAQ","USD","1.00","USD","-"
"AUB","ATLANTIC UNION BANKSHARES CORP","Financials","Equity","1,610,148.68","0.01","1,610,148.68","42,574.00","37.82","United States","NYSE","USD","1.00","USD","-"
"PTGX","PROTAGONIST THERAPEUTICS INC","Health Care","Equity","1,603,445.85","0.01","1,603,445.85","16,221.00","98.85","United States","NASDAQ","USD","1.00","USD","-"
"GVA","GRANITE CONSTRUCTION INC","Industrials","Equity","1,601,265.74","0.01","1,601,265.74","11,338.00","141.23","United States","NYSE","USD","1.00","USD","-"
"JOBY","JOBY AVIATION INC CLASS A","Industrials","Equity","1,596,524.93","0.01","1,596,524.93","159,493.00","10.01","United States","NYSE","USD","1.00","USD","-"
"SWX","SOUTHWEST GAS HOLDINGS INC","Utilities","Equity","1,598,102.08","0.01","1,598,102.08","17,608.00","90.76","United States","NYSE","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","1,598,311.92","0.01","1,598,311.92","15,333.00","104.24","United States","NYSE","USD","1.00","USD","-"
"RGTI","RIGETTI COMPUTING INC","Information Technology","Equity","1,590,444.80","0.01","1,590,444.80","86,720.00","18.34","United States","NASDAQ","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","1,588,171.29","0.01","1,588,171.29","15,511.00","102.39","United States","NYSE","USD","1.00","USD","-"
"MXL","MAXLINEAR INC","Information Technology","Equity","1,584,798.80","0.01","1,584,798.80","19,240.00","82.37","United States","NASDAQ","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","1,585,450.64","0.01","1,585,450.64","15,233.00","104.08","United States","NASDAQ","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","1,581,085.75","0.01","1,581,085.75","17,795.00","88.85","United States","NASDAQ","USD","1.00","USD","-"
"UBSI","UNITED BANKSHARES INC","Financials","Equity","1,582,598.37","0.01","1,582,598.37","36,457.00","43.41","United States","NASDAQ","USD","1.00","USD","-"
"ROAD","CONSTRUCTION PARTNERS INC CLASS A","Industrials","Equity","1,579,472.64","0.01","1,579,472.64","12,024.00","131.36","United States","NASDAQ","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","1,576,326.72","0.01","1,576,326.72","35,439.00","44.48","United States","NASDAQ","USD","1.00","USD","-"
"MAC","MACERICH REIT","Real Estate","Equity","1,572,084.05","0.01","1,572,084.05","73,565.00","21.37","United States","NYSE","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","1,570,560.24","0.01","1,570,560.24","97,068.00","16.18","United States","NYSE","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","1,567,874.56","0.01","1,567,874.56","12,544.00","124.99","United States","NYSE","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","1,565,564.91","0.01","1,565,564.91","19,383.00","80.77","United States","NYSE","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","1,556,567.28","0.01","1,556,567.28","48,582.00","32.04","United States","NYSE","USD","1.00","USD","-"
"BKH","BLACK HILLS CORP","Utilities","Equity","1,548,629.36","0.01","1,548,629.36","20,588.00","75.22","United States","NYSE","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","1,548,815.40","0.01","1,548,815.40","177,210.00","8.74","United States","NYSE","USD","1.00","USD","-"
"ALKS","ALKERMES","Health Care","Equity","1,542,519.60","0.01","1,542,519.60","43,574.00","35.40","United States","NASDAQ","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","1,542,762.06","0.01","1,542,762.06","45,031.00","34.26","United States","NASDAQ","USD","1.00","USD","-"
"POR","PORTLAND GENERAL ELECTRIC","Utilities","Equity","1,533,815.14","0.01","1,533,815.14","31,547.00","48.62","United States","NYSE","USD","1.00","USD","-"
"TXNM","TXNM ENERGY INC","Utilities","Equity","1,528,510.48","0.01","1,528,510.48","25,802.00","59.24","United States","NYSE","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","1,524,845.07","0.01","1,524,845.07","64,421.00","23.67","United States","NYSE","USD","1.00","USD","-"
"MATX","MATSON INC","Industrials","Equity","1,525,065.24","0.01","1,525,065.24","8,466.00","180.14","United States","NYSE","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","1,525,499.94","0.01","1,525,499.94","183,574.00","8.31","United States","NYSE","USD","1.00","USD","-"
"RDN","RADIAN GROUP INC","Financials","Equity","1,524,099.06","0.01","1,524,099.06","40,513.00","37.62","United States","NYSE","USD","1.00","USD","-"
"KRG","KITE REALTY GROUP TRUST REIT","Real Estate","Equity","1,517,883.04","0.01","1,517,883.04","56,807.00","26.72","United States","NYSE","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","1,518,478.65","0.01","1,518,478.65","15,471.00","98.15","United States","NASDAQ","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","1,518,706.08","0.01","1,518,706.08","44,046.00","34.48","United States","NYSE","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","1,518,830.39","0.01","1,518,830.39","155,141.00","9.79","United States","NYSE","USD","1.00","USD","-"
"CWST","CASELLA WASTE SYSTEMS INC CLASS A","Industrials","Equity","1,514,943.05","0.01","1,514,943.05","17,729.00","85.45","United States","NASDAQ","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","1,514,997.84","0.01","1,514,997.84","9,924.00","152.66","United States","NASDAQ","USD","1.00","USD","-"
"PRIM","PRIMORIS SERVICES CORP","Industrials","Equity","1,510,532.22","0.01","1,510,532.22","13,989.00","107.98","United States","NYSE","USD","1.00","USD","-"
"RIG","TRANSOCEAN LTD","Energy","Equity","1,507,047.18","0.01","1,507,047.18","244,254.00","6.17","United States","NYSE","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","1,504,505.00","0.01","1,504,505.00","62,950.00","23.90","United States","NYSE","USD","1.00","USD","-"
"NJR","NEW JERSEY RESOURCES CORP","Utilities","Equity","1,503,419.22","0.01","1,503,419.22","27,074.00","55.53","United States","NYSE","USD","1.00","USD","-"
"MUR","MURPHY OIL CORP","Energy","Equity","1,492,874.43","0.01","1,492,874.43","39,009.00","38.27","United States","NYSE","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","1,490,251.60","0.01","1,490,251.60","40,840.00","36.49","United States","NYSE","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","1,488,367.52","0.01","1,488,367.52","66,923.00","22.24","United States","NYSE","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","1,484,990.28","0.01","1,484,990.28","64,341.00","23.08","United States","NASDAQ","USD","1.00","USD","-"
"ABCB","AMERIS BANCORP","Financials","Equity","1,485,048.66","0.01","1,485,048.66","17,202.00","86.33","United States","NYSE","USD","1.00","USD","-"
"VICR","VICOR CORP","Industrials","Equity","1,485,717.90","0.01","1,485,717.90","5,685.00","261.34","United States","NASDAQ","USD","1.00","USD","-"
"VAL","VALARIS LTD","Energy","Equity","1,478,667.58","0.01","1,478,667.58","16,111.00","91.78","United States","NYSE","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","1,479,720.00","0.01","1,479,720.00","104,500.00","14.16","United States","NASDAQ","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","1,472,029.44","0.01","1,472,029.44","28,572.00","51.52","United States","NYSE","USD","1.00","USD","-"
"PIPR","PIPER SANDLER COMPANIES","Financials","Equity","1,470,165.12","0.01","1,470,165.12","18,272.00","80.46","United States","NYSE","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","1,468,408.32","0.01","1,468,408.32","4,416.00","332.52","United States","NYSE","USD","1.00","USD","-"
"SYRE","SPYRE THERAPEUTICS INC","Health Care","Equity","1,464,412.30","0.01","1,464,412.30","20,033.00","73.10","United States","NASDAQ","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","1,460,962.80","0.01","1,460,962.80","14,220.00","102.74","United States","NYSE","USD","1.00","USD","-"
"VSEC","VSE CORP","Industrials","Equity","1,460,572.35","0.01","1,460,572.35","7,323.00","199.45","United States","NASDAQ","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","1,455,211.02","0.01","1,455,211.02","75,674.00","19.23","United States","NYSE","USD","1.00","USD","-"
"HIMS","HIMS HERS HEALTH INC CLASS A","Health Care","Equity","1,453,380.30","0.01","1,453,380.30","56,662.00","25.65","United States","NYSE","USD","1.00","USD","-"
"OGS","ONE GAS INC","Utilities","Equity","1,455,047.00","0.01","1,455,047.00","17,050.00","85.34","United States","NYSE","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","1,450,373.85","0.01","1,450,373.85","7,065.00","205.29","United States","NYSE","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP INC","Financials","Equity","1,450,909.08","0.01","1,450,909.08","17,132.00","84.69","United States","NASDAQ","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","1,448,315.98","0.01","1,448,315.98","43,079.00","33.62","United States","NASDAQ","USD","1.00","USD","-"
"HOMB","HOME BANCSHARES INC","Financials","Equity","1,444,367.76","0.01","1,444,367.76","53,814.00","26.84","United States","NYSE","USD","1.00","USD","-"
"ACLS","AXCELIS TECHNOLOGIES INC","Information Technology","Equity","1,438,411.56","0.01","1,438,411.56","9,066.00","158.66","United States","NASDAQ","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","1,439,074.08","0.01","1,439,074.08","29,776.00","48.33","United States","NASDAQ","USD","1.00","USD","-"
"GLNG","GOLAR LNG LTD","Energy","Equity","1,426,377.60","0.01","1,426,377.60","25,920.00","55.03","Norway","NASDAQ","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","1,425,905.26","0.01","1,425,905.26","17,438.00","81.77","United States","NASDAQ","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","1,412,713.83","0.01","1,412,713.83","13,717.00","102.99","United States","NYSE","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","1,411,635.84","0.01","1,411,635.84","30,768.00","45.88","United States","NYSE","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","1,408,252.50","0.01","1,408,252.50","673.00","2,092.50","United States","NYSE","USD","1.00","USD","-"
"UFPI","UFP INDUSTRIES INC","Industrials","Equity","1,404,738.86","0.01","1,404,738.86","16,751.00","83.86","United States","NASDAQ","USD","1.00","USD","-"
"FTDR","FRONTDOOR INC","Consumer Discretionary","Equity","1,405,468.56","0.01","1,405,468.56","20,693.00","67.92","United States","NASDAQ","USD","1.00","USD","-"
"DIOD","DIODES INC","Information Technology","Equity","1,400,732.19","0.01","1,400,732.19","12,441.00","112.59","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","1,397,186.96","0.01","1,397,186.96","87,763.00","15.92","United States","NYSE","USD","1.00","USD","-"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","1,396,071.10","0.01","1,396,071.10","49,594.00","28.15","United States","NYSE","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","Materials","Equity","1,391,641.32","0.01","1,391,641.32","15,684.00","88.73","United States","NYSE","USD","1.00","USD","-"
"NUVL","NUVALENT INC CLASS A","Health Care","Equity","1,392,640.00","0.01","1,392,640.00","13,600.00","102.40","United States","NASDAQ","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","1,390,010.25","0.01","1,390,010.25","51,963.00","26.75","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","1,382,880.53","0.01","1,382,880.53","26,743.00","51.71","United States","NYSE","USD","1.00","USD","-"
"PECO","PHILLIPS EDISON AND COMPANY INC","Real Estate","Equity","1,380,683.70","0.01","1,380,683.70","34,474.00","40.05","United States","NASDAQ","USD","1.00","USD","-"
